,Feature Name,Importance,Delta,FR_Decrementing,FR_Incrementing,FRD_abs,FRI_abs,FRD_MAD,FRI_MAD
90,insightsRiskFeatures__atmWithdrawals__atmExpensesRatioTotal,0.009136810103627312,0.03685709651020523,-0.00143578320314776,0.00411338754829664,0.0015724963862187875,0.005078012653905186,0.0,0.0
3,first7d_new_cat__nk__[transfer via internet]_outgoing_sum,0.009588326343464501,12789.259658155628,0.006519370012514586,-0.0005783314940892739,0.0067772487330973056,0.0006030976982964204,0.0,0.0
94,insightsRiskFeatures__atmWithdrawals__sumAtmWithdrawals1W,0.010159324488124262,1178.6566576074872,-0.0003676758433933455,0.00014766111346229343,0.0003676758433933455,0.00014766111346229343,0.0,0.0
80,insightsRiskFeatures__transactionStats__numUniqueTrns6M,0.010622523855394828,164.4416711151162,0.0014036295069385558,-0.0039687815117270715,0.0016536910173635356,0.004035334505870712,0.0,0.0
12,first90d_new_cat__mac__[Circle-K]_outgoing_count,0.011240444159130126,5.616278584312665,-0.0003550794601341348,0.0004324483100238656,0.0003550794601341348,0.00047955357846753035,0.0,0.0
95,insightsRiskFeatures__atmWithdrawals__sumAtmWithdrawals1M,0.012283806895425582,3050.61590936171,-0.0008014144539135985,0.0020552466011468673,0.0008384764710048837,0.0020818959194242,0.0,0.0
65,insightsRiskFeatures__transactionStats__meanAmount1M,0.012339095386356453,203.5173424243583,0.011328373394843402,-0.0014037404677207112,0.011342154247406299,0.0014037404677207112,0.0,0.0
1,first7d_new_cat__mac__[Jula]_outgoing_sum,0.012634487281679043,61.05486368028198,0.0,-0.0002737909041480235,0.0,0.0002737909041480235,0.0,0.0
48,insightsRiskFeatures__loans__sumLoans6M,0.013699031767550897,34930.66039294141,-0.007126034412030953,0.010602968872577959,0.007490470044562209,0.011097127658794002,0.0,0.0
31,insightsRiskFeatures__accountActivity__daysOfOutTrns,0.013921687527710554,12.56446574073828,0.004976242686639959,-0.002478280369069907,0.006858080705870838,0.00329751231633354,0.0,0.0
55,insightsRiskFeatures__spendingDistribution__lastMonthSum(-inf to -20000),0.014553184921127971,59101.508365934955,0.0005401168992507063,-0.00014982530306423305,0.0005580971643366027,0.0001671333098992092,0.0,0.0
66,insightsRiskFeatures__transactionStats__meanIncAmount1M,0.0150717132184856,4530.634516640185,0.020682547119933746,0.00025938463857268646,0.020682547119933746,0.0007439151769741656,0.02102613906646407,0.0
45,insightsRiskFeatures__loans__repaymentLoanRatio1M,0.01613916270052212,2.173877040203464,0.0071774726752956725,-0.019079402636711137,0.0071774726752956725,0.019079402636711137,0.0,0.019093407447664218
64,insightsRiskFeatures__balances__minBalance1W,0.016866381401236235,52732.58462500823,0.003578771145204209,-0.007998176270366166,0.003578771145204209,0.007998176270366166,0.0,0.0
62,insightsRiskFeatures__balances__stdBalance1M,0.01704544948431047,11746.625919289387,0.008652500310210693,-0.0015437723047941271,0.02876454353325047,0.002419544066130836,0.02414009331916986,0.0
69,insightsRiskFeatures__transactionStats__maxIncAmount1M,0.017149287554186952,20396.444683173773,0.013071786283604753,-0.005736252331056171,0.01875139807499547,0.006890838363183007,0.012462258448798058,0.0
83,insightsRiskFeatures__transactionStats__meanIncAmount3M,0.018041851891732397,3438.268422556459,0.030270854136753053,-0.0015969787951085445,0.03116559269331141,0.0016599964145808798,0.016298389642278116,0.0
37,insightsRiskFeatures__collections__sumCollections6M,0.02082094378112764,7261.118424747713,-0.010450302677556405,0.014163842052471341,0.010739132675545748,0.015801134625841713,0.0,0.0014917563961136526
11,first90d_new_cat__nk__[mostly collection but not only]_outgoing_sum,0.021026130990665543,3159.308977255007,-0.0069392184249770445,0.002053235785612305,0.00745412284520737,0.002082571763389862,0.0,0.0
93,insightsRiskFeatures__atmWithdrawals__sumAtmWithdrawals3M,0.02206902558528406,6373.267921409281,-0.004722093720938817,0.017318470030262788,0.004859308393999694,0.018747206270246185,0.0,0.01528207547664838
75,insightsRiskFeatures__transactionStats__maxOutAmount1M,0.02292350874787273,16898.271596932173,-0.0010449715997582233,0.0027567576832454206,0.0010509772968445756,0.0027862599691352535,0.0,0.0
60,insightsRiskFeatures__balances__maxBalance1M,0.02488808557309246,30148.655251747794,-0.0008569940677075221,0.003508009679147815,0.0008569940677075221,0.003508009679147815,0.0,0.0
44,insightsRiskFeatures__loans__sumRepayments3M,0.025050232656045387,12713.181398702545,0.006351578109071177,-0.00903692204156126,0.006698523805999343,0.009634120286569849,0.0,0.007417770083728917
0,application_appliedloanamount,0.030030617726515874,3921.8620673902674,-0.010466005946792511,0.009769914457140495,0.01271219897362756,0.011352892375112198,0.005647665335349161,0.0
51,insightsRiskFeatures__spendingDistribution__trend(-500 to -200),0.04275326348285112,0.5394310811057381,0.022547056653478177,-0.0067487402402695235,0.02503875093660744,0.0072168003587973865,0.0030535363817280198,0.0
46,insightsRiskFeatures__loans__sumRepayments1M,0.05573448465837761,9101.635534615962,0.03425514685312503,-0.023937869369800566,0.03449637526519948,0.024233805786366643,0.03128184406017606,0.009065337905445073
52,insightsRiskFeatures__spendingDistribution__lastMonthSum(-500 to -200),0.060640286708460375,3600.3400959136457,-0.009597259514754694,0.0368068711557908,0.009597259514754694,0.03704417006553318,0.0,0.016266435740967977
